Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	kmer_content	per_base_sequence_quality	sequence_length_distribution	Sequence length	File type	basic_statistics	per_sequence_gc_content	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
SLX-11165.ORDRB06.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	1453468.0	pass	pass	warn	48.0	55.2906394363	SLX-11165.ORDRB06.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRB06.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.4079345186	Sanger / Illumina 1.9	warn	pass	warn	20-50	Conventional base calls	pass	pass	1452993.0	pass	fail	warn	48.0	55.4931790962	SLX-11165.ORDRB06.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRB06.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	1483703.0	pass	pass	warn	48.0	55.1463553	SLX-11165.ORDRB06.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRB06.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.417190517	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	1483248.0	pass	fail	warn	48.0	55.3640274004	SLX-11165.ORDRB06.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRB06.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	warn	pass	pass	50.0	Conventional base calls	pass	warn	1451524.0	pass	pass	warn	48.0	54.8474932234	SLX-11165.ORDRB06.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRB06.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.4118459037	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	1451067.0	pass	fail	warn	48.0	55.0466161397	SLX-11165.ORDRB06.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRB07.HFMVTBBXX.s_1.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2171613.0	pass	pass	warn	47.0	75.0473912259	SLX-11165.ORDRB07.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRB07.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	pass	49.3107057546	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2171038.0	pass	fail	warn	47.0	75.1763648549	SLX-11165.ORDRB07.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRB07.HFMVTBBXX.s_2.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	2213185.0	pass	pass	warn	47.0	75.0988429225	SLX-11165.ORDRB07.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRB07.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	pass	49.3144452107	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2212678.0	pass	fail	warn	47.0	75.2651837501	SLX-11165.ORDRB07.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRB07.HFN3MBBXX.s_5.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2345797.0	pass	pass	warn	47.0	75.4223452881	SLX-11165.ORDRB07.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRB07.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	pass	49.3214614037	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	2345252.0	pass	fail	warn	47.0	75.5539486025	SLX-11165.ORDRB07.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRB07.HFN3MBBXX.s_6.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2413566.0	pass	pass	warn	47.0	75.2111926093	SLX-11165.ORDRB07.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRB07.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	pass	49.3230197143	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2413023.0	pass	fail	warn	47.0	75.3490750835	SLX-11165.ORDRB07.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRB07.HFN3MBBXX.s_7.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2341656.0	pass	pass	warn	47.0	75.2053757926	SLX-11165.ORDRB07.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRB07.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	pass	49.3219224278	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2341123.0	pass	fail	warn	47.0	75.3457842373	SLX-11165.ORDRB07.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRB08.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2160903.0	pass	pass	warn	42.0	50.1305642755	SLX-11165.ORDRB08.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRB08.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.3002409538	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2160165.0	pass	fail	warn	43.0	50.3230719475	SLX-11165.ORDRB08.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRB08.HFMVTBBXX.s_2.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	warn	pass	pass	50.0	Conventional base calls	pass	pass	2202432.0	pass	pass	warn	42.0	49.8902554558	SLX-11165.ORDRB08.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRB08.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.3118980086	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2201755.0	pass	fail	warn	43.0	50.1071769945	SLX-11165.ORDRB08.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRB08.HFN3MBBXX.s_5.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2387394.0	pass	pass	warn	42.0	49.7044155412	SLX-11165.ORDRB08.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRB08.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	fail	49.3128394173	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2386627.0	pass	fail	warn	42.0	49.874773929	SLX-11165.ORDRB08.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRB08.HFN3MBBXX.s_6.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2446637.0	pass	pass	warn	42.0	49.6059688871	SLX-11165.ORDRB08.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRB08.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	fail	49.3192460643	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2445991.0	pass	fail	warn	42.0	49.7968083424	SLX-11165.ORDRB08.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRB08.HFN3MBBXX.s_7.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2381815.0	pass	pass	warn	42.0	49.5804148248	SLX-11165.ORDRB08.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRB08.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	fail	49.3164305348	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2381085.0	pass	fail	warn	42.0	49.7529672973	SLX-11165.ORDRB08.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRB09.HFMVTBBXX.s_1.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3186952.0	pass	warn	warn	45.0	47.3754124914	SLX-11165.ORDRB09.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRB09.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	fail	49.333233705	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3185170.0	pass	fail	warn	45.0	47.5645577747	SLX-11165.ORDRB09.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRB09.HFMVTBBXX.s_2.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3201541.0	pass	warn	warn	45.0	46.8179862592	SLX-11165.ORDRB09.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRB09.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	fail	49.3466537872	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3199916.0	pass	fail	warn	45.0	47.0248588202	SLX-11165.ORDRB09.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRB09.HFN3MBBXX.s_5.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3488638.0	pass	warn	warn	45.0	46.7810506417	SLX-11165.ORDRB09.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRB09.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	fail	49.3391051421	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3486833.0	pass	fail	warn	45.0	46.9460888297	SLX-11165.ORDRB09.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRB09.HFN3MBBXX.s_6.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3594252.0	pass	warn	warn	45.0	46.7064497867	SLX-11165.ORDRB09.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRB09.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	fail	49.3507296836	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3592516.0	pass	fail	warn	45.0	46.8527527692	SLX-11165.ORDRB09.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRB09.HFN3MBBXX.s_7.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3487276.0	pass	warn	warn	45.0	46.73223834	SLX-11165.ORDRB09.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRB09.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	fail	49.3440567755	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3485448.0	pass	fail	warn	45.0	46.8854844702	SLX-11165.ORDRB09.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRB10.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4631020.0	pass	pass	warn	47.0	55.4327493709	SLX-11165.ORDRB10.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRB10.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.3780330539	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4629410.0	pass	fail	warn	47.0	55.5997972473	SLX-11165.ORDRB10.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRB10.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4718576.0	pass	pass	warn	47.0	55.1556480956	SLX-11165.ORDRB10.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRB10.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.390800604	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4717201.0	pass	fail	warn	47.0	55.3407673819	SLX-11165.ORDRB10.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRB10.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	5059186.0	pass	pass	warn	47.0	55.3062790162	SLX-11165.ORDRB10.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRB10.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.3854944097	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	5057526.0	pass	fail	warn	47.0	55.4621256875	SLX-11165.ORDRB10.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRB10.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	5218861.0	pass	pass	warn	47.0	55.1923851063	SLX-11165.ORDRB10.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRB10.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.3930092126	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	5217295.0	pass	fail	warn	47.0	55.3407124828	SLX-11165.ORDRB10.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRB10.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	5058296.0	pass	pass	warn	47.0	55.367382817	SLX-11165.ORDRB10.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRB10.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.3883552361	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	5056659.0	pass	fail	warn	47.0	55.5279211643	SLX-11165.ORDRB10.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRB11.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	4114902.0	pass	pass	warn	47.0	55.770639883	SLX-11165.ORDRB11.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRB11.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.357021204	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4113568.0	pass	fail	warn	47.0	55.9365147216	SLX-11165.ORDRB11.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRB11.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4177990.0	pass	pass	warn	47.0	55.5172991553	SLX-11165.ORDRB11.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRB11.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.3688757095	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4176892.0	pass	fail	warn	47.0	55.715433928	SLX-11165.ORDRB11.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRB11.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4485706.0	pass	pass	warn	46.0	55.5187981963	SLX-11165.ORDRB11.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRB11.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.3658508358	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4484467.0	pass	fail	warn	47.0	55.659728287	SLX-11165.ORDRB11.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRB11.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4622699.0	pass	pass	warn	46.0	55.3974642436	SLX-11165.ORDRB11.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRB11.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.3719700946	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4621514.0	pass	fail	warn	47.0	55.5432383749	SLX-11165.ORDRB11.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRB11.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4487993.0	pass	pass	warn	46.0	55.3636905537	SLX-11165.ORDRB11.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRB11.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.3665112877	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4486664.0	pass	fail	warn	47.0	55.5061840645	SLX-11165.ORDRB11.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRB12.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2361811.0	pass	pass	warn	48.0	59.123232849	SLX-11165.ORDRB12.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRB12.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.3831015813	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2361144.0	pass	fail	warn	48.0	59.3225558652	SLX-11165.ORDRB12.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRB12.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2395454.0	pass	pass	warn	48.0	58.9682458854	SLX-11165.ORDRB12.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRB12.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.3926134058	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2394852.0	pass	fail	warn	48.0	59.1825129889	SLX-11165.ORDRB12.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRB12.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2570399.0	pass	pass	warn	48.0	58.8203357918	SLX-11165.ORDRB12.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRB12.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.3902513911	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2569741.0	pass	fail	warn	48.0	58.9953278248	SLX-11165.ORDRB12.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRB12.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2649308.0	pass	pass	warn	48.0	58.6346799523	SLX-11165.ORDRB12.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRB12.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.3971813448	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2648639.0	pass	fail	warn	48.0	58.8322604903	SLX-11165.ORDRB12.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRB12.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2568171.0	pass	pass	warn	48.0	58.6813275743	SLX-11165.ORDRB12.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRB12.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.3897251679	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2567458.0	pass	fail	warn	48.0	58.8817320263	SLX-11165.ORDRB12.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRC05.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2085542.0	pass	pass	warn	48.0	54.7852998356	SLX-11165.ORDRC05.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRC05.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.354438838	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2084701.0	pass	fail	warn	49.0	54.9779721669	SLX-11165.ORDRC05.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRC05.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2114873.0	pass	pass	warn	48.0	54.5347467687	SLX-11165.ORDRC05.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRC05.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.3686303966	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2114123.0	pass	fail	warn	49.0	54.7631134222	SLX-11165.ORDRC05.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRC05.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2267154.0	pass	pass	warn	48.0	54.8698454331	SLX-11165.ORDRC05.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRC05.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.3628342364	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2266360.0	pass	fail	warn	48.0	55.0734944483	SLX-11165.ORDRC05.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRC05.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2334921.0	pass	pass	warn	48.0	54.8951526125	SLX-11165.ORDRC05.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRC05.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.3717124514	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2334186.0	pass	fail	warn	48.0	55.1020313186	SLX-11165.ORDRC05.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRC05.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2266295.0	pass	pass	warn	48.0	54.5592929824	SLX-11165.ORDRC05.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRC05.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.3672544594	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2265481.0	pass	fail	warn	48.0	54.7376261457	SLX-11165.ORDRC05.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRC06.HFMVTBBXX.s_1.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	1406570.0	pass	pass	warn	50.0	44.5996932603	SLX-11165.ORDRC06.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRC06.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	fail	49.3505262649	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	1405946.0	pass	fail	warn	50.0	44.7870286466	SLX-11165.ORDRC06.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRC06.HFMVTBBXX.s_2.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	warn	pass	pass	50.0	Conventional base calls	pass	pass	1425386.0	pass	pass	warn	50.0	43.9925970763	SLX-11165.ORDRC06.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRC06.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	fail	49.3652248738	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	1424777.0	pass	fail	warn	50.0	44.2164453534	SLX-11165.ORDRC06.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRC06.HFN3MBBXX.s_5.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	warn	pass	pass	50.0	Conventional base calls	pass	pass	1525815.0	pass	pass	warn	50.0	44.3230487683	SLX-11165.ORDRC06.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRC06.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	fail	49.3619512029	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	1525131.0	pass	fail	warn	50.0	44.5149756843	SLX-11165.ORDRC06.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRC06.HFN3MBBXX.s_6.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	1572775.0	pass	pass	warn	50.0	44.2781573127	SLX-11165.ORDRC06.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRC06.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	fail	49.371282125	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	1572101.0	pass	fail	warn	50.0	44.475077119	SLX-11165.ORDRC06.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
